Locality,Municipality,County,Latitude,Longitude,Radie
Spånlöt,Österåker,Stockholm,59.572133,18.289962,15
Staffanstorp,Staffanstorp,Skåne,55.642739,13.211399,15
Stallarholmen,Strängnäs,Södermanland,59.361279,17.207143,15
Stare,Strömstad,Västra Götaland,58.917855,11.207555,15
Stava,Österåker,Östergötland,58.130147,14.567888,15
Stavreviken,Timrå,Västernorrland,62.553498,17.409703,15
Stavsjö,Nyköping,Södermanland,58.723851,16.418340,15
Stavsnäs,Värmdö,Stockholm,59.288201,18.691782,15
Stehag,Eslöv,Skåne,55.903151,13.393866,15
Stenared,Göteborg,Västra Götaland,57.805243,12.189724,15
Stenhamra,Ekerö,Stockholm,59.334749,17.687364,15
Steninge,Halmstad,Halland,56.764323,12.634688,15
Steningehöjden,Sigtuna,Stockholm,59.621460,17.796332,15
Stenis,Mora,Dalarna,60.948277,14.461244,15
Stensele,Storuman,Västerbotten,65.067883,17.147755,15
Stensjön,Nässjö,Jönköping,57.581899,14.820178,15
Stenstorp,Falköping,Västra Götaland,58.271317,13.713327,15
Stenungsund,Stenungsund,Västra Götaland,58.061063,11.908631,15
Stenungsön,Stenungsund,Västra Götaland,58.066934,11.800581,15
Stenåsen,Kil,Västra Götaland,58.432234,13.584021,15
Sticklinge udde,Lidingö,Stockholm,59.390487,18.090382,15
Stigen,Färgelanda,Västra Götaland,58.300669,12.066645,15
Stigtomta,Nyköping,Södermanland,58.802763,16.785344,15
Stilleryd,Karlshamn,Blekinge,56.173149,14.819885,15
Stjärnhov,Gnesta,Södermanland,59.080099,17.013662,15
Stoby,Hässleholm,Skåne,56.175596,13.827924,15
Stockamöllan,Eslöv,Skåne,55.945690,13.373799,15
Stocka,Nordanstig,Gävleborg,61.898199,17.333013,15
Stockaryd,Sävsjö,Jönköping,57.319595,14.591119,15
Stockholm,Stockholm,Stockholm,59.325117,18.071093,15
Stockvik,Sundsvall,Västernorrland,62.347803,17.364835,15
Stora Bugärde,Härryda,Västra Götaland,57.653878,12.397367,15
Stora Dyrön,Tjörn,Västra Götaland,57.928828,11.611827,15
Stora Herrestad,Ystad,Skåne,55.474891,13.874225,15
Stora Höga,Stenungsund,Västra Götaland,58.014335,11.828449,15
Stora Levene,Vara,Västra Götaland,58.325517,12.923582,15
Stora Mellby,Alingsås,Västra Götaland,58.141468,12.579785,15
Stora Mellösa,Örebro,Örebro,59.210613,15.497550,15
Stora Rör,Borgholm,Kalmar,56.756756,16.527238,15
Stora Vika,Nynäshamn,Stockholm,58.955646,17.785737,15
Storebro,Vimmerby,Blekinge,56.150783,15.3818,15
Storfors,Storfors,Värmland,59.463157,14.277864,15
Storuman,Storuman,Västerbotten,65.443959,15.832388,15
Storvik,Sandviken,Gävleborg,60.582853,16.525365,15
Storvreta,Uppsala,Uppsala,59.956938,17.704209,15
Storå,Lindesberg,Örebro,59.7136,15.135533,15
Striberg,Nora,Örebro,59.545432,14.941675,15
Strålsnäs,Boxholm,Östergötland,58.237724,15.091668,15
Strångsjö,Katrineholm,Södermanland,58.905360,16.199816,15
Stråssa,Lindesberg,Örebro,59.739452,15.201540,15
Strängnäs,Strängnäs,Södermanland,59.349601,17.081336,15
Strömma,Värmdö,Västra Götaland,57.564189,12.457947,15
Strömsbruk,Nordanstig,Gävleborg,61.8699,17.317171,15
Strömsholm,Hallstahammar,Västmanland,59.523741,16.248736,15
Strömsnäsbruk,Markaryd,Kronoberg,56.552468,13.731973,15
Strömstad,Strömstad,Västra Götaland,58.938150,11.178730,15
Strömsund,Strömsund,Jämtland,63.851666,15.558235,15
Strövelstorp,Ängelholm,Skåne,56.166109,12.837575,15
Stugun,Ragunda,Jämtland,63.169262,15.612287,15
Sturefors,Linköping,Östergötland,58.336740,15.721157,15
Sturkö,Karlskrona,Blekinge,56.098674,15.664782,15
Styrsö,Göteborg,Västra Götaland,57.609428,11.782149,15
Stånga,Gotland,Gotland,57.281454,18.471394,15
Stångby,Lund,Skåne,55.749279,13.194780,15
Ställdalen,Ljusnarsberg,Örebro,59.934554,14.945443,15
Stöcke,Umeå,Västerbotten,63.742559,20.231426,15
Stöcksjö,Umeå,Västerbotten,63.779389,20.195725,15
Stöde,Sundsvall,Västernorrland,62.417776,16.578272,15
Stöllet,Torsby,Värmland,60.410045,13.26975,15
Stöpen,Skövde,Västra Götaland,58.478527,13.866720,15
Sulvik,Arvika,Värmland,59.678270,12.415219,15
Sundborn,Falu,Dalarna,60.654176,15.781320,15
Sundby,Ekerö,Stockholm,59.288476,17.719274,15
Sundbyholm,Eskilstuna,Södermanland,59.438272,16.619871,15
Sundom,Luleå,Norrbotten,65.772130,22.264301,15
Sundsvall,Sundsvall,Västernorrland,62.390755,17.307102,15
Sund,Trosa,Jönköping,57.777477,14.596108,15
Sunnansjö,Ludvika,Dalarna,60.221459,14.960771,15
Sunnemo,Hagfors,Värmland,59.884283,13.722264,15
Sunne,Sunne,Värmland,59.890765,13.045421,15
Surahammar,Surahammar,Västmanland,59.707058,16.221994,15
Surte,Ale,Västra Götaland,57.826762,12.016163,15
Svalsta,Nyköping,Södermanland,58.743096,16.875131,15
Svalöv,Svalöv,Skåne,55.913651,13.106982,15
Svanberga,Norrtälje,Stockholm,59.840363,18.662935,15
Svanesund,Orust,Västra Götaland,58.143036,11.819062,15
Svanskog/Svaneholm,Säffle,Värmland,59.179793,12.550962,15
Svappavaara,Kiruna,Norrbotten,67.646923,21.055485,15
Svartbyn,Överkalix,Norrbotten,66.259630,22.820359,15
Svartehallen,Stenungsund,Västra Götaland,58.118234,11.957990,15
Svarte,Ystad,Skåne,55.430931,13.715131,15
Svartudden,Piteå,Västra Götaland,58.732952,11.172323,15
Svartå,Degerfors,Västerbotten,65.029789,20.768065,15
Svedala,Svedala,Skåne,55.515242,13.238435,15
Sveg,Härjedalen,Jämtland,62.036070,14.359839,15
Svenljunga,Svenljunga,Västra Götaland,57.496312,13.112259,15
Svensbyn,Piteå,Norrbotten,65.310331,21.234612,15
Svenshögen,Stenungsund,Västra Götaland,58.144643,11.938389,15
Svenstavik,Berg,Jämtland,62.766806,14.432422,15
Svenstorp,Ängelholm,Örebro,59.112646,15.389159,15
Svinninge,Österåker,Stockholm,59.449483,18.283511,15
Svängsta,Karlshamn,Blekinge,56.261980,14.774798,15
Svärdsjö,Falu,Dalarna,60.742297,15.903846,15
Svärtinge,Norrköping,Östergötland,58.650264,16.029186,15
Sya,Mjölby,Östergötland,58.334732,15.223077,15
Sysslebäck,Torsby,Värmland,60.730431,12.871173,15
Sågmyra,Falu,Dalarna,60.713400,15.296540,15
Säffle,Säffle,Värmland,59.072789,13.163091,15
Sälen,Malung-Sälen,Dalarna,61.155723,13.269408,15
Sälgsjön,Gävle,Gävleborg,60.617605,17.113604,15
Särna,Älvdalen,Dalarna,61.694181,13.143068,15
Säter,Säter,Dalarna,60.414235,15.737297,15
Sätila,Mark,Västra Götaland,57.541234,12.435089,15
Sätinge,Kungsbacka,Halland,57.444200,12.137018,15
Sätra Brunn,Sala,Västmanland,59.862903,16.442051,15
Sättra,Norrtälje,Stockholm,59.620932,18.439134,15
Sävar,Umeå,Västerbotten,63.902075,20.552316,15
Sävast,Boden,Norrbotten,65.761657,21.751024,15
Säve,Göteborg,Västra Götaland,57.803487,11.911706,15
Sävja,Uppsala,Uppsala,59.811622,17.700561,15
Sävsjö,Sävsjö,Jönköping,57.317287,14.612718,15
Söderby,Ekerö,Stockholm,59.382500,17.585278,15
Söderby-Karl,Norrtälje,Stockholm,59.897693,18.696980,15
Söderbärke,Smedjebacken,Dalarna,60.073010,15.564555,15
Söderfors,Tierp,Uppsala,60.388132,17.241258,15
Söderhamn,Söderhamn,Gävleborg,61.299850,17.060759,15
Söderköping,Söderköping,Östergötland,58.482380,16.321622,15
Söderskogen,Håbo,Uppsala,59.676202,17.595891,15
Södersvik,Norrtälje,Stockholm,59.750116,18.915614,15
Södertälje,Södertälje,Stockholm,59.196428,17.627166,15
Söderåkra,Torså,Kalmar,56.446032,16.070616,15
Södra Bredåker,Boden,Norrbotten,65.901020,21.321748,15
Södra Sandby,Lund,Kalmar,56.567171,16.619985,15
Södra Sunderbyn,Luleå,Norrbotten,65.654162,21.953414,15
Södra Vi,Vimmerby,Kalmar,57.741455,15.796053,15
Sölvesborg,Sölvesborg,Blekinge,56.050653,14.587190,15
Sörforsa,Hudiksvall,Gävleborg,61.717887,16.969660,15
Sörfors,Umeå,Västerbotten,63.872978,20.036461,15
Sörmjöle,Umeå,Västerbotten,63.679946,20.002339,15
Sörstafors,Hallstahammar,Västmanland,59.583061,16.210761,15
Sörvik,Ludvika,Dalarna,60.186912,15.147367,15
Söråker,Timrå,Västernorrland,62.504549,17.508612,15
Sösdala,Hässleholm,Skåne,56.040630,13.681493,15
Sövde,Sjöbo,Skåne,55.585031,13.673597,15
Sövestad,Ystad,Skåne,55.501399,13.795260,15
Taberg,Jönköping,Jönköping,57.678947,14.091865,15
Tallboda,Linköping,Östergötland,58.430858,15.686590,15
Tallvik,Överkalix,Norrbotten,66.337260,22.847685,15
Tallåsen,Ljusdal,Örebro,59.451989,14.771379,15
Tandsbyn,Östersund,Jämtland,63.000922,14.745313,15
Tanumshede,Tanum,Västra Götaland,58.721908,11.332385,15
Tavelsjö,Umeå,Västerbotten,64.035882,20.050217,15
Teckomatorp,Svalöv,Skåne,55.866539,13.090358,15
Tenhult,Jönköping,Jönköping,57.706654,14.321033,15
Tibro,Tibro,Västra Götaland,58.424890,14.163119,15
Tidaholm,Tidaholm,Västra Götaland,58.140693,13.924145,15
Tidan,Skövde,Västra Götaland,58.576338,14.012095,15
Tidö-Lindö,Västerås,Västmanland,59.512822,16.531577,15
Tierp,Tierp,Uppsala,60.342961,17.516839,15
Tillberga,Västerås,Västmanland,59.686704,16.618347,15
Timmele,Ulricehamn,Västra Götaland,57.861904,13.428551,15
Timmernabben,Mönsterås,Kalmar,56.970307,16.43421,15
Timmersdala,Skövde,Västra Götaland,58.527673,13.759432,15
Timrå,Timrå,Västernorrland,62.489319,17.327373,15
Tingsryd,Tingsryd,Kronoberg,56.527906,14.977188,15
Tingstäde,Gotland,Gotland,57.735759,18.613689,15
Tjautjas,Gällivare,Norrbotten,67.326607,20.736699,15
Tjuvkil,Kungälv,Västra Götaland,57.893324,11.743298,15
Tjällmo,Motala,Östergötland,58.715150,15.354501,15
Tjörnarp,Höör,Skåne,55.999983,13.635045,15
Tobo,Tierp,Uppsala,60.257396,17.656487,15
Tofta,Gotland,Gotland,57.520806,18.168597,15
Tofta,Varberg,Halland,57.173850,12.300510,15
Toftbyn,Falu,Dalarna,60.713232,15.785604,15
Tollarp,Kristianstad,Skåne,55.934062,13.975141,15
Tollered,Lerum,Västra Götaland,57.818729,12.422679,15
Tomelilla,Tomelilla,Skåne,55.543798,13.954122,15
Tomtebo,Umeå,Västerbotten,63.808575,20.376449,15
Torbjörntorp,Falköping,Västra Götaland,58.210335,13.608092,15
Torekov,Båstad,Skåne,56.426297,12.626767,15
Torestorp,Mark,Kalmar,56.794375,15.947044,15
Torhamn,Karlskrona,Blekinge,56.095268,15.831092,15
Tormestorp,Hässleholm,Skåne,56.111580,13.744208,15
Torna Hällestad,Lund,Skåne,55.678976,13.418465,15
Torpa,Varberg,Halland,57.188948,12.280569,15
Torpsbruk,Alvesta,Kronoberg,57.034375,14.571008,15
Torpshammar,Ånge,Västernorrland,62.476165,16.331355,15
Torreby,Munkedal,Västra Götaland,58.443718,11.599255,15
Torsby,Torsby,Värmland,60.135520,13.006788,15
Torshälla,Eskilstuna,Södermanland,59.419243,16.474944,15
Torsåker,Hofors,Västernorrland,63.076659,17.715374,15
Torsång,Borlänge,Dalarna,60.463520,15.569629,15
Torsås,Torså,Kalmar,56.412408,16.003073,15
Tortuna,Västerås,Västmanland,59.674702,16.722464,15
Torup,Hylte,Halland,56.953542,13.074462,15
Totebo,Västervik,Kalmar,57.631865,16.182809,15
Tranemo,Tranemo,Västra Götaland,57.490491,13.431046,15
Tranholmen,Danderyd,Stockholm,59.291823,17.779643,15
Transtrand,Malung-Sälen,Dalarna,61.090370,13.321705,15
Tranås,Tranå,Jönköping,58.039262,14.825735,15
Traryd,Markaryd,Kronoberg,56.579041,13.752695,15
Trekanten,Kalmar,Kalmar,56.699905,16.116710,15
Trelleborg,Trelleborg,Skåne,55.37592,13.146152,15
Trollhättan,Trollhättan,Västra Götaland,58.217868,12.341385,15
Trosa,Trosa,Södermanland,58.896705,17.547811,15
Trångsviken,Krokom,Jämtland,63.333131,14.016113,15
Tråvad,Vara,Västra Götaland,58.251866,13.085384,15
Trädet,Ulricehamn,Västra Götaland,57.985633,13.531922,15
Trödje,Gävle,Gävleborg,60.818958,17.214570,15
Trönninge,Halmstad,Halland,57.14172,12.288236,15
Trönningenäs,Varberg,Halland,57.138731,12.223881,15
Trönö,Söderhamn,Gävleborg,61.396137,16.833717,15
Tumba,Botkyrka,Stockholm,59.200555,17.834312,15
Tumbo,Eskilstuna,Södermanland,59.429688,16.339888,15
Tumlehed,Göteborg,Västra Götaland,57.728818,11.743370,15
Tuna,Landskrona,Skåne,55.913333,12.689722,15
Tuna,Södertälje,Stockholm,59.253428,17.490446,15
Tuna,Vimmerby,Kalmar,57.576600,16.105200,15
Tunnerstad,Jönköping,Jönköping,58.047598,14.337399,15
Tuolluvaara,Kiruna,Norrbotten,67.855418,20.318467,15
Tureholm,Ekerö,Norrbotten,66.392166,23.604889,15
Tving,Karlskrona,Blekinge,56.310280,15.462932,15
Tvååker,Varberg,Halland,57.041893,12.398992,15
Tvärskog,Kalmar,Kalmar,56.623633,16.041255,15
Tvärålund,Vindeln,Västerbotten,64.099244,19.670260,15
Tye,Hammarö,Värmland,59.345907,13.561706,15
Tygelsjö,Malmö,Skåne,55.514669,13.001715,15
Tynningö,Vaxholm,Stockholm,59.377574,18.392701,15
Tyringe,Hässleholm,Skåne,56.160204,13.604263,15
Tystberga,Nyköping,Södermanland,58.849348,17.234324,15
Tågarp,Svalöv,Skåne,56.304305,13.822234,15
Tångaberg,Varberg,Halland,57.174622,12.225890,15
Tånga och Rögle,Helsingborg,Skåne,56.193729,12.773407,15
Tånnö,Värnamo,Jönköping,57.094246,14.047422,15
Täfteå,Umeå,Västerbotten,63.839675,20.475946,15
Täljö,Österåker,Stockholm,59.471790,18.239194,15
Tällberg,Leksand,Dalarna,60.825635,14.994580,15
Tärnaby,Storuman,Västerbotten,65.713176,15.282744,15
Tärnsjö,Heby,Uppsala,60.154562,16.927510,15
Tävelsås,Växjö,Kronoberg,56.769892,14.823869,15
Töcksfors,Årjäng,Värmland,59.509315,11.842519,15
Töllsjö,Bollebygd,Västra Götaland,57.797309,12.634760,15
Töreboda,Töreboda,Västra Götaland,58.708106,14.123973,15
Töre,Kalix,Norrbotten,65.913129,22.647827,15
Törestorp,Gnosjö,Västra Götaland,58.309948,13.073277,15
Tösse,Åmål,Västra Götaland,58.971904,12.644860,15
Ubbhult norra,Mark,Västra Götaland,57.580985,12.354719,15
Ucklum,Stenungsund,Västra Götaland,58.084444,11.956919,15
Uddebo,Tranemo,Västra Götaland,57.474595,13.263325,15
Uddeholm,Hagfors,Värmland,60.024766,13.619007,15
Udden,Eskilstuna,Västra Götaland,58.839547,11.079480,15
Uddevalla,Uddevalla,Västra Götaland,58.349055,11.938285,15
Uddheden,Sunne,Värmland,59.945983,12.910784,15
Ullared,Falkenberg,Halland,57.136086,12.715631,15
Ullervad,Mariestad,Västra Götaland,58.666834,13.856477,15
Ullånger,Kramfors,Västernorrland,63.018220,18.141902,15
Ulricehamn,Ulricehamn,Västra Götaland,57.811217,13.444322,15
Ulrika,Linköping,Östergötland,58.132970,15.394375,15
Ultuna,Uppsala,Uppsala,59.815944,17.659877,15
Ulvkälla,Härjedalen,Jämtland,62.023158,14.365271,15
Ulvåker,Skövde,Västra Götaland,58.473624,13.928527,15
Umeå,Umeå,Västerbotten,63.825656,20.263074,15
Undenäs,Karlsborg,Västra Götaland,58.656896,14.398847,15
Undersåker,Åre,Jämtland,63.314686,13.242053,15
Unnaryd,Hylte,Halland,56.954534,13.528480,15
Upphärad,Trollhättan,Västra Götaland,58.158264,12.304859,15
Upplanda,Tierp,Uppsala,60.202035,17.180220,15
Uppsala,Uppsala,Uppsala,59.859412,17.64112,15
Urshult,Tingsryd,Kronoberg,56.531760,14.814100,15
Ursviken,Skellefteå,Västerbotten,64.708124,21.176686,15
Utby,Uddevalla,Västra Götaland,58.333811,11.786892,15
Utvälinge,Helsingborg,Skåne,56.215747,12.780708,15
Vad,Smedjebacken,Uppsala,59.769675,16.861097,15
Vadstena,Vadstena,Östergötland,58.431081,14.780762,15
Vaggeryd,Vaggeryd,Jönköping,57.498057,14.148478,15
Vagnhärad,Trosa,Södermanland,58.946880,17.495592,15
Valbo,Gävle,Gävleborg,60.644777,17.012276,15
Valdemarsvik,Valdemarsvik,Östergötland,58.202590,16.603219,15
Valinge,Varberg,Halland,57.171131,12.381098,15
Valje,Bromölla,Skåne,56.064597,14.544245,15
Valla,Katrineholm,Västernorrland,62.390683,17.165769,15
Vallargärdet,Karlstad,Värmland,59.477358,13.584232,15
Vallberga,Laholm,Halland,56.467628,13.024907,15
Vallda,Kungsbacka,Halland,57.472678,11.999076,15
Vallentuna,Vallentuna,Stockholm,59.533224,18.076450,15
Vallkärra,Lund,Skåne,55.740753,13.173056,15
Vallsta,Bollnäs,Dalarna,60.417512,15.358189,15
Vallvik,Söderhamn,Gävleborg,61.184365,17.176344,15
Vallåkra,Helsingborg,Skåne,55.962267,12.858315,15
Valskog,Kungsör,Västmanland,59.444012,15.949726,15
Vankiva,Hässleholm,Skåne,56.200364,13.741501,15
Vannsätter,Söderhamn,Gävleborg,61.260800,16.788084,15
Vansbro,Vansbro,Dalarna,60.461057,14.259809,15
Vansö kyrkby,Strängnäs,Södermanland,59.405653,16.940407,15
Vaplan,Krokom,Jämtland,63.335505,14.215024,15
Vara,Vara,Västra Götaland,58.249026,13.101598,15
Varberg,Varberg,Halland,57.105741,12.250294,15
Varekil,Orust,Västra Götaland,58.125344,11.719767,15
Vargön,Vänersborg,Västra Götaland,58.358103,12.400362,15
Varnhem,Skara,Västra Götaland,58.385343,13.650570,15
Vartofta,Falköping,Västra Götaland,58.096067,13.632775,15
Vassmolösa,Kalmar,Kalmar,56.598532,16.164912,15
Vattholma,Uppsala,Uppsala,60.019050,17.732792,15
Vattjom,Sundsvall,Västernorrland,62.365063,17.033805,15
Vattnäs,Mora,Dalarna,61.047784,14.594616,15
Vattubrinken,Södertälje,Stockholm,59.243867,17.582851,15
Vaxholm,Vaxholm,Stockholm,59.400907,18.290323,15
Veberöd,Lund,Skåne,55.633499,13.492564,15
Veddige,Varberg,Halland,57.266395,12.330372,15
Vedevåg,Lindesberg,Örebro,59.524706,15.297993,15
Vedum,Vara,Västra Götaland,58.171041,12.995567,15
Vegby,Ulricehamn,Västra Götaland,57.678860,13.374226,15
Veinge,Laholm,Halland,56.554025,13.076164,15
Velanda,Trollhättan,Västra Götaland,58.228718,12.310233,15
Vellinge,Vellinge,Skåne,55.470895,13.019944,15
Vemdalen,Härjedalen,Jämtland,62.445167,13.862820,15
Vena,Hultsfred,Västra Götaland,57.859463,11.874712,15
Venjan,Mora,Dalarna,60.952753,13.910921,15
Vessigebro,Falkenberg,Halland,56.978627,12.658665,15
Vetlanda,Vetlanda,Jönköping,57.426017,15.087022,15
Vibble,Gotland,Gotland,57.603836,18.249661,15
Vickleby,Mörbylånga,Kalmar,56.581931,16.458896,15
Vidja,Huddinge,Stockholm,59.197165,18.059693,15
Vidsel,Älvsbyn,Norrbotten,65.833605,20.520088,15
Vidöåsen,Hammarö,Värmland,59.341977,13.453336,15
Viforsen och Tunbyn,Sundsvall,Västernorrland,62.306101,17.254139,15
Vika,Falu,Dalarna,60.512748,15.710759,15
Vikarbyn,Rättvik,Dalarna,60.910639,15.023776,15
Viken,Höganäs,Jönköping,57.806428,13.883746,15
Vikingstad,Linköping,Östergötland,58.383241,15.433245,15
Vikmanshyttan,Hedemora,Dalarna,60.299009,15.831051,15
Vik,Simrishamn,Uppsala,59.736383,17.462543,15
Viksjöfors,Ovanåker,Gävleborg,61.337522,15.952948,15
Vilhelmina,Vilhelmina,Västerbotten,64.625718,16.654162,15
Villshärad,Halmstad,Halland,56.694360,12.696605,15
Vilshult,Olofström,Blekinge,56.354337,14.482624,15
Vimmerby,Vimmerby,Kalmar,57.678134,15.791723,15
Vinberg,Falkenberg,Halland,56.947054,12.542938,15
Vinbergs kyrkby,Falkenberg,Halland,56.930569,12.547963,15
Vindeln,Vindeln,Västerbotten,64.202481,19.717752,15
Vindön,Orust,Västra Götaland,58.299203,11.691718,15
Vingåker,Vingåker,Södermanland,59.043372,15.871556,15
Vinninga,Lidköping,Västra Götaland,58.453754,13.260211,15
Vinnö,Kristianstad,Skåne,56.056175,14.087880,15
Vinslöv,Hässleholm,Skåne,56.102213,13.909576,15
Vintrie,Malmö,Skåne,55.552977,12.962067,15
Vintrosa,Lekeberg,Örebro,59.255355,14.961855,15
Vinäs,Mora,Dalarna,60.967894,14.540253,15
Virsbo,Surahammar,Västmanland,59.871368,16.048057,15
Virserum,Hultsfred,Kalmar,57.316854,15.586853,15
Visby,Gotland,Gotland,57.637936,18.297982,15
Viskafors,Borås,Västra Götaland,57.630750,12.849207,15
Vislanda,Alvesta,Kronoberg,56.787226,14.451583,15
Vissefjärda,Emmaboda,Kalmar,56.535523,15.586146,15
Vistträsk,Älvsbyn,Norrbotten,65.692846,20.648637,15
Vi,Sundsvall,Västernorrland,62.428333,17.418437,15
Vitaby,Simrishamn,Skåne,55.684977,14.153547,15
Vittangi,Kiruna,Norrbotten,67.678286,21.650187,15
Vittaryd,Ljungby,Kronoberg,56.970755,13.946791,15
Vittinge,Heby,Uppsala,59.904332,17.061062,15
Vittjärv,Boden,Norrbotten,65.850234,21.590291,15
Vittsjö,Hässleholm,Skåne,56.341923,13.665492,15
Vittskövle,Kristianstad,Skåne,55.857306,14.147398,15
Vollsjö,Sjöbo,Skåne,55.705442,13.790058,15
Vrena,Nyköping,Södermanland,58.860158,16.698263,15
Vretstorp,Hallsberg,Örebro,59.023555,14.866828,15
Vrigstad,Sävsjö,Jönköping,57.354616,14.474132,15
Vrångö,Göteborg,Västra Götaland,57.575646,11.785133,15
Vuollerim,Jokkmokk,Norrbotten,66.429560,20.602417,15
Vålberg,Karlstad,Värmland,59.395381,13.193470,15
Våmhus,Mora,Dalarna,61.116860,14.477964,15
Vånga,Kristianstad,Skåne,56.182372,14.373710,15
Vårdsätra,Uppsala,Uppsala,59.793512,17.622593,15
Vårgårda,Vårgårda,Västra Götaland,58.031649,12.809040,15
Vårsta,Botkyrka,Stockholm,59.165330,17.795928,15
Våxtorp,Laholm,Halland,56.419302,13.115896,15
Väckelsång,Tingsryd,Kronoberg,56.640268,14.917505,15
Väderstad,Mjölby,Östergötland,58.311435,14.923643,15
Väggarp,Eslöv,Skåne,55.786782,13.241248,15
Väländan,Haninge,Stockholm,59.112957,17.987988,15
Vänersborg,Vänersborg,Västra Götaland,58.443364,12.360981,15
Väne-Åsaka,Trollhättan,Västra Götaland,58.247085,12.420240,15
Vänge,Uppsala,Uppsala,59.858646,17.430238,15
Vännäsby,Vännäs,Västerbotten,63.914888,19.824866,15
Vännäs,Vännäs,Västerbotten,63.940872,19.702571,15
Väring,Skövde,Västra Götaland,58.511243,13.960835,15
Värmlandsbro,Säffle,Värmland,59.181513,13.014790,15
Värnamo,Värnamo,Jönköping,57.185213,14.041217,15
Värsås,Skövde,Västra Götaland,58.349996,14.049270,15
Väröbacka,Varberg,Halland,57.251126,12.180716,15
Väse,Karlstad,Värmland,59.384482,13.852877,15
Väskinde,Gotland,Gotland,57.691178,18.420183,15
Västanvik,Leksand,Dalarna,60.729444,14.945478,15
Västanvik,Motala,Östergötland,58.683330,14.933330,15
Västerberg,Sandviken,Örebro,58.996866,15.379228,15
Västerby,Hedemora,Uppsala,59.848114,17.516331,15
Västerfärnebo,Sala,Västmanland,59.946130,16.279683,15
Västerhaninge,Haninge,Stockholm,59.122159,18.108596,15
Västerhejde,Gotland,Gotland,57.585592,18.227334,15
Västerljung,Trosa,Södermanland,58.921333,17.447492,15
Västerlösa,Linköping,Östergötland,58.422555,15.350139,15
Västermyckeläng,Älvdalen,Dalarna,61.212874,14.031354,15
Västervik,Västervik,Kalmar,57.759418,16.638503,15
Västerås,Västerås,Västmanland,59.611099,16.546367,15
Västra Bispgården,Ragunda,Jämtland,63.024153,16.635490,15
Västra Hagen,Kungsbacka,Halland,57.421668,11.940857,15
Västra Husby,Söderköping,Östergötland,58.486862,16.172054,15
Västra Ingelstad,Vellinge,Skåne,55.490469,13.112362,15
Västra Karaby,Kävlinge,Skåne,55.810902,13.051412,15
Västra Karup,Båstad,Skåne,56.411539,12.743405,15
Västra Tommarp,Trelleborg,Skåne,55.397667,13.102386,15
Västra Ämtervik,Sunne,Värmland,59.727172,13.143214,15
Växjö,Växjö,Kronoberg,56.878718,14.809438,15
Yngsjö,Kristianstad,Skåne,55.88277,14.229382,15
Ysane,Sölvesborg,Blekinge,56.088968,14.649451,15
Ysby,Laholm,Halland,56.493315,13.119966,15
Ystad,Ystad,Skåne,55.432984,13.819655,15
Ytterhogdal,Härjedalen,Jämtland,62.177209,14.939436,15
Ytternäs och Vreta,Uppsala,Uppsala,59.775535,17.601377,15
Yttersjö,Umeå,Västerbotten,63.786928,19.984477,15
Zinkgruvan,Askersund,Örebro,58.815435,15.106626,15
Åbyggeby,Gävle,Gävleborg,60.728651,17.126838,15
Åby,Norrköping,Östergötland,58.662148,16.175925,15
Åbytorp,Kumla,Uppsala,60.043209,17.983401,15
Åby,Växjö,Östergötland,58.662148,16.175925,15
Åhus,Kristianstad,Skåne,55.923516,14.295522,15
Åkarp,Burlöv,Skåne,55.876893,13.136220,15
Åkersberga,Österåker,Stockholm,59.482351,18.294398,15
Åkers styckebruk,Strängnäs,Södermanland,59.256441,17.108021,15
Ålberga,Nyköping,Södermanland,58.725042,16.580952,15
Åled,Halmstad,Halland,56.742381,12.947557,15
Åminne,Värnamo,Gotland,57.612497,18.761462,15
Åmmeberg,Askersund,Örebro,58.865610,14.999192,15
Åmotfors,Eda,Värmland,59.762586,12.362227,15
Åmot,Ockelbo,Gävleborg,60.965613,16.451243,15
Åmunnen,Kalmar,Kalmar,56.627696,16.236805,15
Åmynnet,Örnsköldsvik,Västernorrland,63.186110,18.530696,15
Åmål,Åmål,Västra Götaland,58.969858,12.618004,15
Ånge,Ånge,Västernorrland,62.473979,15.641942,15
Ånäset,Robertsfors,Västerbotten,65.279046,19.908666,15
Åre,Åre,Jämtland,63.401088,13.082224,15
Årjäng,Årjäng,Värmland,59.442445,12.109184,15
Årnäs,Varberg,Västra Götaland,58.667914,13.584610,15
Årstad,Falkenberg,Värmland,59.583566,12.130193,15
Årsta Havsbad,Haninge,Stockholm,59.086226,18.165957,15
Årsunda,Sandviken,Gävleborg,60.515076,16.733418,15
Åryd,Karlshamn,Blekinge,57.954798,13.650650,15
Åryd,Växjö,Västra Götaland,57.954798,13.650650,15
Åsa,Kungsbacka,Jönköping,58.004745,14.604402,15
Åsarna,Berg,Jämtland,62.645937,14.370560,15
Åsarp,Falköping,Västra Götaland,58.023848,13.568091,15
Åsbro,Askersund,Örebro,58.997080,15.057334,15
Åsby,Varberg,Örebro,59.206160,15.575398,15
Åseda,Uppvidinge,Kronoberg,57.169126,15.352502,15
Åsele,Åsele,Västerbotten,64.200078,17.614134,15
Åsensbruk,Mellerud,Västra Götaland,58.807243,12.419478,15
Åshammar,Sandviken,Gävleborg,60.642278,16.554025,15
Ås,Krokom,Halland,57.049573,12.306622,15
